CellType,genesymbol
GO_MYELOID_LEUKOCYTE_ACTIVATION,TMEM63A
GO_MYELOID_LEUKOCYTE_ACTIVATION,TNF
GO_MYELOID_LEUKOCYTE_ACTIVATION,TNFAIP6
GO_MYELOID_LEUKOCYTE_ACTIVATION,TNFRSF1B
GO_MYELOID_LEUKOCYTE_ACTIVATION,TNIP2
GO_MYELOID_LEUKOCYTE_ACTIVATION,TOLLIP
GO_MYELOID_LEUKOCYTE_ACTIVATION,TOM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TRAF6
GO_MYELOID_LEUKOCYTE_ACTIVATION,TRAPPC1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TREM2
GO_MYELOID_LEUKOCYTE_ACTIVATION,TREX1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TRPM2
GO_MYELOID_LEUKOCYTE_ACTIVATION,TRPV1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TSLP
GO_MYELOID_LEUKOCYTE_ACTIVATION,TSPAN14
GO_MYELOID_LEUKOCYTE_ACTIVATION,TSPAN32
GO_MYELOID_LEUKOCYTE_ACTIVATION,TTBK1
GO_MYELOID_LEUKOCYTE_ACTIVATION,TTR
GO_MYELOID_LEUKOCYTE_ACTIVATION,TUBB
GO_MYELOID_LEUKOCYTE_ACTIVATION,TUBB4B
GO_MYELOID_LEUKOCYTE_ACTIVATION,TXNDC5
GO_MYELOID_LEUKOCYTE_ACTIVATION,TYROBP
GO_MYELOID_LEUKOCYTE_ACTIVATION,UBD
GO_MYELOID_LEUKOCYTE_ACTIVATION,UBR4
GO_MYELOID_LEUKOCYTE_ACTIVATION,UNC13D
GO_MYELOID_LEUKOCYTE_ACTIVATION,VAMP2
GO_MYELOID_LEUKOCYTE_ACTIVATION,VAMP7
GO_MYELOID_LEUKOCYTE_ACTIVATION,VAMP8
GO_MYELOID_LEUKOCYTE_ACTIVATION,VAPA
GO_MYELOID_LEUKOCYTE_ACTIVATION,VAT1
GO_MYELOID_LEUKOCYTE_ACTIVATION,VCL
GO_MYELOID_LEUKOCYTE_ACTIVATION,VCP
GO_MYELOID_LEUKOCYTE_ACTIVATION,VNN1
GO_MYELOID_LEUKOCYTE_ACTIVATION,VPS35L
GO_MYELOID_LEUKOCYTE_ACTIVATION,VSIG4
GO_MYELOID_LEUKOCYTE_ACTIVATION,WNT5A
GO_MYELOID_LEUKOCYTE_ACTIVATION,XRCC5
GO_MYELOID_LEUKOCYTE_ACTIVATION,XRCC6
GO_MYELOID_LEUKOCYTE_ACTIVATION,YPEL5
GO_MYELOID_LEUKOCYTE_ACTIVATION,ZC3H12A
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,AP1G1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,ARRB2
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CADM1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CD160
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CD226
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CD96
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CEACAM1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CEBPG
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CLEC12B
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CLEC2A
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CLNK
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CORO1A
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CRK
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,CRTAM
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,GZMB
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,HAVCR2
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,HLA-A
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,HLA-B
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,HLA-E
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,HLA-F
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,HLA-G
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,IL12A
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,IL12B
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,IL18
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,IL18RAP
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,IL21
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,KIR2DL4
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,KIR3DL1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,KLRC2
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,KLRC4-KLRK1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,KLRD1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,KLRF2
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,KLRK1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,LAG3
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,LAMP1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,LEP
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,LGALS9
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,LILRB1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,LYST
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,MICA
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,NCR1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,NCR3
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,NECTIN2
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,PIK3R6
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,PRDX1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,PTPN6
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,PVR
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,RAB27A
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,RAET1E
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,RAET1G
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,RASGRP1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,SERPINB4
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,SERPINB9
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,SH2D1A
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,SH2D1B
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,SLAMF6
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,SLAMF7
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,STAT5B
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,TUBB
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,TUBB4B
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,ULBP1
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,ULBP2
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,ULBP3
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,UNC13D
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,VAMP7
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,VAV1
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,ADAM8
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,BTK
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,C2CD4A
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,C2CD4B
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,C3
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,CCR7
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,CNR1
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,CREB3L3
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,F12
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,FCER1G
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,FFAR2
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,FFAR3
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,HLA-E
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,IL1B
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,IL6
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,IL6ST
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,KLKB1
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,MIR92A1
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,MIR92A2
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,NPY5R
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,OSM
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,OSMR
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,PARK7
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,PIK3CG
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,PTGER3
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,PTGS2
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,TAC1
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,TNF
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,TNFRSF11A
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,TNFSF11
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,ZP3
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,B2M
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,BCL10
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD160
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD226
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD36
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD74
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD81
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CLNK
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX1
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX21
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX58
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DHX36
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,F2RL1
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FCER1G
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FFAR2
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FFAR3
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FZD5
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GATA3
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GPRC5B
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-A
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-E
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-F
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-G
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL18
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL18R1
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL1B
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL1R1
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL6
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,KARS1
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,KIR2DL4
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,LILRB1
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MALT1
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MAP3K7
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MAVS
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MIF
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,NLRP3
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,NOD2
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,NR4A3
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,PRKCZ
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,RAET1G
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,RSAD2
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SASH3
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SCIMP
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SEMA7A
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SLC7A5
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SPON2
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TICAM1
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TLR4
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TNFRSF14
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TNFSF4
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRAF2
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRAF6
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRIM6
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,WNT5A
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,XCL1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,ABCC1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,ADAM8
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,ADORA2B
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,AGT
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,AGTR1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,APPL1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,BTK
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,C2CD4A
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,C2CD4B
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,C3
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CCL1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CCL24
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CCL3
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CCN4
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CCR2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CCR7
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CD28
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CD47
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CD6
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CD81
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CDK19
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CEBPA
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CEBPB
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CLEC7A
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CLOCK
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CNR1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CREB3L3
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CTSC
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,CX3CL1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,DDT
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,DEFB114
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,DHX9
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,EGFR
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,ETS1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,F12
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,FABP4
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,FCER1G
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,FFAR2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,FFAR3
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GBP5
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GPR4
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GPRC5B
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GPSM3
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,GRN
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,HLA-E
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,HSPD1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,HYAL2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IDO1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IFNG
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL12B
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL15
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL16
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL17A
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL17B
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL17D
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL17F
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL17RA
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL17RB
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL17RC
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL18
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL1B
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL1RL1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL21
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL23A
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL33
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL6
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,IL6ST
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,ITGA2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,JAK2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,KARS1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,KLKB1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,KPNA6
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,LBP
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,LDLR
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,LILRA5
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,LPL
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,LRRK2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,LTA
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MAPK13
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MDK
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MGST2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR126
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR128-1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR128-2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR142
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR144
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR17
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR181B1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR181B2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR206
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR21
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR22
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR92A1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MIR92A2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MMP8
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,MYD88
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,NAPEPLD
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,NEAT1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,NFKBIA
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,NFKBIZ
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,NLRP10
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,NLRP12
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,NOD2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,NPPA
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,NPY5R
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,NUPR1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,OSM
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,OSMR
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,PARK7
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,PDCD4
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,PDE2A
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,PIK3CG
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,PLA2G2A
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,PLA2G3
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,PLA2G7
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,PTGER3
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,PTGER4
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,PTGS2
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,RIPK1
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,RPS19
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,S100A12
